Region,Year,Crop,Area_Harvested (ha),Yield_per_ha (tons),Total_Production (tons),Avg_Rainfall_mm,Avg_Temperature_C,Soil_pH,Fertilizer_Used_kg,Pest_Incidents
South,2022,Wheat,477.96,4.93,2356.34,385.8,18,5.64,138.7,10
West,2022,Wheat,445.89,3.92,1747.89,114.2,26,6.26,92.7,1
West,2022,Corn,866.89,2.29,1985.18,172.3,26.7,6.96,147.9,6
North,2021,Rice,794.23,2.14,1699.65,239.3,18.9,7.33,70.2,12
East,2020,Barley,630.08,1.05,661.58,326.8,25.9,5.6,72.7,7
North,2020,Soybean,347.46,4.9,1702.55,385.3,27.9,7.12,151.4,11
East,2020,Wheat,944.19,5.24,4947.56,228.4,21.6,5.63,196,6
West,2021,Rice,687.98,4.84,3329.82,327.2,21.3,6.16,87,1
North,2021,Rice,973.43,1.37,1333.6,318.1,16.2,5.54,157.1,5
East,2023,Corn,622.11,4.81,2992.35,271.4,34.1,7.32,129.8,10
South,2022,Soybean,839.07,1.23,1032.06,307.3,31.1,6.91,176.6,16
East,2022,Wheat,831.79,1.53,1272.64,111.4,30.2,6.24,108.3,14
North,2020,Barley,403.6,3.2,1291.52,232.5,15.4,6.25,195.8,19
South,2021,Corn,967.62,3.38,3270.56,335.8,27.5,6.78,62.4,10
East,2021,Wheat,119.75,5.08,608.33,242.3,18.6,5.68,197.7,8
East,2020,Wheat,791.84,4.4,3484.1,362.1,28.2,5.79,176.9,16
East,2020,Rice,969,1.77,1715.13,350.1,27.4,7.19,180,19
East,2023,Soybean,405.02,2.13,862.69,359,32,5.9,176.4,9
East,2022,Barley,683.3,2.43,1660.42,139,20.1,6.95,179.3,3
South,2022,Soybean,606,1.62,981.72,173.2,15.5,5.95,172.3,3
West,2022,Rice,785.36,2.44,1916.28,108.9,33.3,5.68,184.9,15
South,2023,Barley,879.56,4.64,4081.16,394.8,33.2,7.3,119.1,0
South,2020,Barley,642.74,2.21,1420.46,170.8,24.1,7.3,190.9,6
South,2020,Corn,834.31,5.18,4321.73,210.1,16.6,6.71,107.7,1
West,2022,Barley,381.06,3.35,1276.55,182.5,25,6.42,159.3,3
North,2022,Wheat,305.73,2.61,797.96,111.9,25.5,6.61,156.6,1
West,2023,Soybean,487.6,3.06,1492.06,178.4,31.4,6.32,173.1,15
South,2021,Soybean,709.96,4.55,3230.32,129.5,29.3,7.01,160.8,3
East,2021,Corn,268.52,3.58,961.3,218.3,16.4,7.01,55.3,9
East,2022,Barley,712.32,1.04,740.81,390,29.1,7.14,160.9,9
South,2023,Rice,454.68,5.61,2550.75,309.5,17.7,6.55,53.5,2
East,2022,Wheat,816.02,1.33,1085.31,312.1,16.8,7.1,130,8
South,2021,Corn,133.15,5.69,757.62,236,23,5.81,175.8,6
East,2022,Barley,701.18,1.14,799.35,343.4,16.5,5.56,174.4,18
West,2021,Rice,684.84,4.85,3321.47,372.5,31.6,6.8,176.2,7
North,2021,Barley,946.84,3.67,3474.9,388.5,24.3,5.71,140.4,17
North,2021,Corn,742.03,3.53,2619.37,129.7,26.7,6.6,77.6,3
West,2020,Rice,816.67,1.36,1110.67,363.9,26.5,6.94,126.2,4
West,2020,Rice,914.13,2.19,2001.94,167.5,34.6,6.31,127.4,15
South,2022,Rice,707.55,4.89,3459.92,219.2,33.3,5.59,98.7,17
South,2021,Rice,361.14,5.46,1971.82,203.6,32,7.27,113.6,5
South,2020,Barley,882.8,3.65,3222.22,302.5,22.7,5.59,180.8,11
East,2022,Rice,772.82,2.77,2140.71,279.4,17.9,7.31,127.7,19
South,2022,Barley,481.99,1.3,626.59,132.7,26.8,5.61,155.7,4
West,2022,Rice,739.48,4.41,3261.11,334.8,23.8,6.97,124.4,18
North,2022,Rice,880.92,2.39,2105.4,231.9,19.5,7.35,142.6,12
East,2022,Corn,978.09,1.28,1251.96,100.7,17,7.31,63.9,12
South,2023,Barley,957.12,4.33,4144.33,224.4,23.7,7.29,189.7,3
East,2021,Barley,392.8,3.43,1347.3,254.9,28,7.27,115.4,10
East,2022,Soybean,479.52,1.06,508.29,120.7,27.5,6.52,162.2,5
South,2023,Corn,198.58,1.55,307.8,145.3,30.5,6.62,150.1,8
East,2021,Barley,322.79,4.5,1452.56,398.1,24.3,6.74,169.9,19
North,2020,Corn,894.18,1.32,1180.32,361.4,21.4,7.29,55.2,6
West,2022,Corn,424.76,5.33,2263.97,140,25.8,7.18,190.3,11
West,2023,Corn,658.5,2.56,1685.76,274.1,34.5,7.07,174.5,9
North,2020,Wheat,699.37,1.44,1007.09,213.8,15.9,6.85,175.1,2
East,2023,Barley,803.65,4.8,3857.52,263.1,25.6,6.74,120.1,6
South,2021,Corn,264.52,3.62,957.56,241.2,21.6,7.34,169.4,9
East,2021,Wheat,374.33,2.53,947.05,114.4,17.1,5.89,136.3,0
North,2020,Wheat,503.5,3.03,1525.6,194.6,23.7,5.89,125.5,11
East,2023,Rice,428.36,1.11,475.48,137.7,27.8,7.46,167.7,0
West,2022,Rice,984.61,4.31,4243.67,246.7,25.6,6.61,144.2,12
East,2022,Barley,851.45,2.83,2409.6,372.2,15.6,6.47,61.6,6
North,2020,Rice,531.72,4.57,2429.96,398.7,26.6,7.2,97.2,17
West,2020,Barley,891.34,4.14,3690.15,383.3,19.6,7.2,143.3,7
East,2020,Wheat,412.89,4.26,1758.91,395.7,21.8,5.85,185.6,5
East,2023,Wheat,807.25,4.96,4003.96,104.6,21.2,5.85,190,14
West,2022,Barley,301.31,4.16,1253.45,318.8,32.2,7.09,175.8,17
South,2022,Rice,795.09,3.09,2456.83,181.9,16,7.07,88.1,3
West,2022,Rice,510.81,2.95,1506.89,359.7,22,5.95,121,11
South,2020,Barley,196.75,1.6,314.8,344.1,22.9,7.18,115,7
North,2022,Soybean,345.94,4.9,1695.11,227.1,27.4,6.46,115.8,4
North,2021,Rice,462.05,4.81,2222.46,242,30.8,6.44,57.5,1
West,2020,Corn,774.36,2.23,1726.82,179.5,29.6,7.47,76,17
West,2022,Rice,165.68,5.31,879.76,186.6,30.1,6.54,73,3
North,2023,Soybean,693.59,3.95,2739.68,394.4,18.8,5.77,142.6,18
South,2020,Wheat,744.41,3.39,2523.55,366.7,33.2,6.06,111.8,7
North,2021,Wheat,688.53,1.09,750.5,157.6,23.3,6.17,98.7,0
West,2021,Wheat,784.6,2.91,2283.19,182.7,15.2,7.42,116.6,11
North,2023,Rice,260.35,4.2,1093.47,132.6,28.4,6.03,98.6,5
West,2023,Wheat,628.39,1.45,911.17,396.7,27.1,6.36,163.6,19
West,2020,Soybean,947.03,3.3,3125.2,372.2,17.5,7,75.1,6
North,2020,Soybean,649.71,5.97,3878.77,265.6,34.2,6.05,58.4,10
South,2021,Rice,650.2,4.58,2977.92,307.9,26.2,6.9,147.6,8
East,2023,Corn,762.8,3.73,2845.24,324.4,24.4,5.92,84.6,7
North,2020,Rice,399.88,3.67,1467.56,161.1,23,5.99,146.5,16
East,2021,Wheat,730.43,1.22,891.12,380.4,19.2,7.47,58.8,10
North,2023,Rice,924.61,5.79,5353.49,258,34.1,6.24,87.1,15
East,2021,Soybean,109.81,5.64,619.33,127.7,29,6.96,73.1,8
South,2022,Rice,883.1,4.41,3894.47,219.1,26.4,7.18,93.6,11
South,2023,Rice,296.76,1.5,445.14,280.5,27.6,6.19,99.3,3
North,2020,Corn,510.33,2.04,1041.07,205.8,31.8,6.21,124.3,2
West,2020,Soybean,867.11,1.92,1664.85,309.8,27.7,7.05,128,11
East,2022,Barley,841.52,3.6,3029.47,364.6,17.3,6.71,144.5,17
West,2023,Barley,902.73,2.04,1841.57,331.6,28.9,6.22,99.7,3
West,2021,Soybean,946.38,4.48,4239.78,292.8,26.3,7,129.8,15
West,2020,Barley,502.44,3.73,1874.1,253.6,34.3,7.23,198.5,6
South,2022,Wheat,690.73,1.09,752.9,176.3,29.7,5.97,81.6,9
North,2022,Barley,451.43,4.72,2130.75,236.5,21.9,5.55,72.9,0
North,2023,Wheat,415.65,1.94,806.36,187.9,17.7,6.05,176.4,13
South,2023,Soybean,488.44,5.12,2500.81,380.2,24.6,6.85,111.6,17
South,2020,Barley,768.77,2.78,2137.18,372.2,28.6,7.33,177,0
North,2022,Barley,551.3,2.69,1483,146.7,18.5,7.23,113.7,6
West,2021,Wheat,832.65,1.06,882.61,346.8,28,5.94,53.3,17
East,2022,Wheat,770.7,5.94,4577.96,310.9,31.5,7.26,106.2,16
East,2021,Rice,118.43,4.06,480.83,392.6,18.1,7.12,141.5,10
East,2021,Corn,667.21,3.11,2075.02,239,29.1,6.97,117.1,1
West,2020,Barley,492.91,1.48,729.51,316.7,16.4,6.88,118.9,7
North,2022,Corn,510.97,4.5,2299.37,255.4,15.2,7.11,199.7,4
South,2021,Corn,836.54,2.41,2016.06,120.8,15.7,7.22,131.6,3
North,2023,Barley,592.85,5.94,3521.53,114,27.6,7.14,154.5,2
West,2021,Wheat,897.06,5.75,5158.09,136.6,34.5,5.74,158.1,10
South,2023,Rice,741.53,4.68,3470.36,188.9,30.4,6.94,50,14
West,2023,Soybean,597.56,5.86,3501.7,177.7,20.1,7.18,132.9,6
East,2022,Barley,779.08,1.53,1191.99,318.5,16.4,5.87,194.5,2
East,2023,Barley,134.51,2.4,322.82,314.8,27.3,5.93,162.6,16
West,2021,Soybean,124.38,2.27,282.34,391.4,15.1,7.07,101.1,19
South,2023,Corn,175.01,1.36,238.01,193.1,30.9,6.19,104.7,16
South,2022,Rice,493.81,5.86,2893.73,381.5,19.9,6.3,95.5,19
North,2020,Corn,311.91,1.3,405.48,283.9,21,6.25,144.5,10
East,2021,Soybean,985.84,5.28,5205.24,248.6,21.9,5.93,64.6,17
North,2021,Soybean,588.06,4.84,2846.21,300.4,30.3,7.38,93.5,5
North,2022,Rice,696.17,2.88,2004.97,310.8,20.3,7.11,124.7,13
West,2022,Soybean,350.94,1.09,382.52,151.6,20.7,6,130.3,4
West,2022,Soybean,389.62,1.03,401.31,325.5,25.8,5.71,141.1,14
North,2022,Rice,401.92,2.02,811.88,317.6,24.3,6.25,169.6,1
East,2021,Barley,728.86,3.47,2529.14,399.3,34.1,6.33,74.5,18
West,2020,Corn,526.34,3.29,1731.66,373.6,20.3,5.51,83.8,14
North,2023,Barley,565.92,3.93,2224.07,305.4,16.8,7.27,180.8,8
North,2023,Barley,632.8,4.86,3075.41,313.7,25.8,7.2,174.7,4
North,2020,Corn,791.93,2.89,2288.68,383.8,18.7,7.2,173.2,1
North,2020,Barley,181.33,1.8,326.39,390.2,23.3,7.11,81.3,0
North,2020,Rice,799.19,5,3995.95,348.1,18.7,6.97,58.7,2
North,2022,Corn,606.91,2.66,1614.38,330.2,32.6,6.77,128.5,4
West,2021,Wheat,702.19,2.43,1706.32,133.4,21.5,7.42,180.5,19
East,2021,Barley,394.8,4.82,1902.94,349.1,30.5,6.92,85.6,15
North,2021,Soybean,468.45,5.67,2656.11,176,34,6.76,185.6,5
South,2022,Corn,308.05,5.57,1715.84,269.1,33.8,7.08,71.2,7
West,2021,Wheat,981.37,1.69,1658.52,221.6,25.5,5.99,94.7,2
West,2022,Soybean,547.3,3.52,1926.5,203.7,34.7,7.43,94.7,11
North,2021,Wheat,996.47,1.46,1454.85,193.1,28.1,5.54,72.7,0
West,2020,Barley,540.81,5.8,3136.7,356.6,17.6,6.8,180.9,19
North,2023,Soybean,297.78,2.08,619.38,330.7,32.8,5.65,111.9,13
East,2023,Barley,556.71,1.99,1107.85,257,24.4,7.21,78.6,10
East,2022,Soybean,135.64,5.44,737.88,299.3,18.1,7.44,72.1,19
West,2021,Corn,914.29,5.84,5339.45,395.4,30.8,6.32,113.1,6
West,2023,Rice,836.7,4.49,3756.78,219.3,27.5,7.21,52.6,3
South,2020,Rice,753.24,1.61,1212.72,265.3,32.6,6.17,68.2,5
West,2020,Wheat,648.84,3.43,2225.52,260.1,31.5,5.82,50.6,13
South,2020,Soybean,621.85,5.08,3159,380.8,21.4,6.05,53.7,9
East,2022,Barley,997.06,3.86,3848.65,205.5,20.1,6.1,199.6,3
East,2022,Corn,350.2,1.66,581.33,395.9,29.7,6.76,117.3,12
North,2021,Corn,801.72,1.86,1491.2,191.4,26.5,7.09,159.3,7
East,2020,Corn,623.26,5.32,3315.74,132.7,16.4,5.91,160.6,17
South,2021,Rice,978.29,3.64,3560.98,157.4,18.6,5.68,182.1,4
West,2021,Barley,845.02,4.53,3827.94,227.9,18,5.94,65.6,11
North,2020,Corn,998.67,2.87,2866.18,294.9,26.8,6.09,128.9,4
South,2021,Corn,629.49,3.66,2303.93,255,16.7,6.06,98.3,6
West,2023,Wheat,284.09,5.89,1673.29,212.9,19.2,5.94,132.3,18
North,2022,Soybean,553.32,2.65,1466.3,268.6,25.9,6.43,99.8,13
East,2021,Soybean,740,4.37,3233.8,351.6,17.7,7.21,77.5,10
South,2020,Soybean,796.92,1.86,1482.27,351.7,20,5.7,150.9,19
West,2022,Wheat,100.46,1.61,161.74,317.9,33.1,7.22,55.8,10
North,2022,Rice,554.52,4.92,2728.24,385.7,28.9,6.49,184.3,2
North,2021,Wheat,311.71,5.22,1627.13,277.1,21.1,6.82,71.9,12
East,2023,Corn,887.42,4.34,3851.4,102.3,32.5,7.13,142.3,5
West,2021,Barley,237.61,1.79,425.32,187.3,20,6.11,163.1,15
East,2023,Corn,699.81,2.2,1539.58,198.5,26.8,7.41,60.9,5
East,2022,Corn,339.46,5.56,1887.4,264.2,22.4,5.67,185.5,5
West,2021,Barley,420.89,2.44,1026.97,371.5,30,6.56,103.4,5
West,2020,Soybean,946.5,5.09,4817.68,351.4,22.4,6.01,199.5,12
West,2021,Wheat,316.4,2.43,768.85,169.7,20,6.32,60.3,7
South,2023,Rice,185.5,5.7,1057.35,255.8,27.2,6.4,157.5,16
West,2023,Corn,162.36,5.57,904.35,297.7,29.9,7.33,74.1,1
North,2021,Corn,554.15,1.22,676.06,396.3,25.7,6.38,110.4,5
East,2023,Rice,677.54,4.85,3286.07,109.4,29.3,6.9,116.5,5
South,2022,Wheat,394.56,1.85,729.94,239.2,23.4,7.4,110.9,6
West,2021,Corn,721.23,2.08,1500.16,396.4,30.9,6.49,100.6,0
South,2023,Rice,154.93,3.3,511.27,393.2,26.7,6.32,165.1,7
West,2021,Corn,871.6,3.88,3381.81,199.2,18.9,7.45,173,2
South,2021,Soybean,834.91,2.63,2195.81,100,32.8,7.16,100.3,3
East,2020,Soybean,986.95,3.88,3829.37,276,31.7,7.38,122.4,16
East,2021,Corn,942.85,1.85,1744.27,360.1,34.3,6.29,113.3,2
North,2020,Corn,420.58,1.11,466.84,197.3,26.4,6.89,139,1
North,2023,Soybean,459.35,3.86,1773.09,380.3,28.5,6,72.5,13
West,2020,Corn,771.37,3.59,2769.22,199.8,32.3,7.23,170.9,5
East,2020,Wheat,220.67,4.45,981.98,283.1,16.1,7.37,169.6,17
South,2020,Wheat,382.61,4.25,1626.09,316.6,33.2,6.04,138.6,1
South,2022,Barley,206.69,5.49,1134.73,203.6,20.4,5.71,161.9,11
South,2020,Wheat,509.4,3.3,1681.02,205.7,16.1,5.9,198.3,4
North,2021,Corn,596.8,1.04,620.67,241,19.8,6.77,188.4,9
South,2020,Corn,290.04,4.15,1203.67,350.6,26.7,6.04,141.7,14
North,2021,Rice,123.97,4.38,542.99,130.3,16,6.78,126.7,12
North,2020,Wheat,747.42,3.61,2698.19,289.4,15,6.2,130.2,9
West,2022,Soybean,118,4.45,525.1,303.2,27.8,7.33,120,16
South,2023,Soybean,976.06,2.62,2557.28,267.4,24.1,6.41,122,12
South,2020,Barley,299.45,1.74,521.04,380.8,31.9,6.5,159.8,6
East,2020,Rice,697.51,4.32,3013.24,280.6,20.2,6.2,198.8,3
West,2022,Soybean,491.28,2.23,1095.55,290.4,20.6,5.65,56.8,1
East,2020,Barley,153.71,3.28,504.17,279.9,16.6,6.49,84.5,4
West,2021,Wheat,524.97,3.46,1816.4,316.6,25.8,7.05,81.5,9
South,2020,Rice,565.08,3.39,1915.62,140.6,22.3,7.41,174.9,18
North,2020,Rice,869.21,3.99,3468.15,368.3,21.8,5.65,113,8
North,2023,Corn,759.11,1.15,872.98,112.7,24.2,7.09,128.8,1
North,2023,Wheat,171.37,5.95,1019.65,292.2,32,6.03,120.4,8
North,2020,Rice,288.25,4.58,1320.18,284.6,17.1,7.15,178.1,12
North,2022,Barley,380.7,3.13,1191.59,162.4,25.5,6.18,125,0
East,2023,Soybean,204.77,1.96,401.35,112.2,18.9,5.73,150.2,14
West,2020,Wheat,511.21,1.4,715.69,141.7,19.2,6.72,52.9,12
South,2023,Wheat,985.88,4.36,4298.44,181.5,20.1,7.29,147.9,13
East,2020,Rice,563.15,2.58,1452.93,364.6,24.2,5.86,86.1,10
West,2023,Rice,767.69,2.15,1650.53,356.7,24.9,5.54,180,1
North,2023,Rice,714.64,2.9,2072.46,119.2,32.4,7.27,162.7,0
West,2021,Barley,864.92,3.96,3425.08,186.8,32.8,6.9,66.4,10
West,2020,Corn,294.15,4.36,1282.49,366.8,26.7,7.12,65.5,15
North,2020,Rice,778.44,4.23,3292.8,171,20.6,5.62,93.9,4
North,2020,Corn,893.22,5.32,4751.93,398.8,31.4,7.28,68.9,18
North,2020,Corn,254.36,2.09,531.61,177.1,30.9,6.34,161,9
South,2023,Wheat,412.12,4.18,1722.66,321.7,31,7.3,198,19
North,2021,Soybean,973.09,1.51,1469.37,225.1,15.3,5.63,148.3,14
South,2021,Soybean,802.71,3.74,3002.14,140.9,30.1,7.27,87.4,1
North,2022,Barley,354.33,3.92,1388.97,176.5,32.1,6.85,134.6,2
South,2020,Barley,607.55,2.08,1263.7,302.5,27.1,6.61,170.8,13
West,2022,Soybean,463.89,2.96,1373.11,201.1,30,5.62,194.3,16
East,2023,Soybean,540.97,5.14,2780.59,281.2,30.5,6.88,50.8,6
West,2022,Wheat,419.65,1.74,730.19,161.7,25.1,6.7,128.6,13
West,2020,Wheat,351.4,3.17,1113.94,234.6,31.3,6.95,118,9
North,2021,Soybean,707.29,5.66,4003.26,253.7,30.8,6.93,112.2,15
South,2021,Rice,800.69,3.52,2818.43,223.8,33.3,6.39,125.6,13
East,2020,Rice,886.56,4.63,4104.77,159.4,33.4,5.91,110.5,13
North,2023,Wheat,239.8,5.13,1230.17,238.5,25.6,7.34,101.6,9
North,2020,Corn,840.57,2.02,1697.95,307.9,15.6,7.35,67.2,14
North,2023,Soybean,329.32,2.09,688.28,389.5,15.4,5.92,125,17
West,2021,Barley,484.6,4.79,2321.23,336.9,33.8,6.76,173.2,0
South,2023,Rice,911.3,4.77,4346.9,148.4,21.7,5.91,65.7,2
South,2020,Corn,509.05,1.3,661.76,181.8,22.6,7.22,160.8,8
East,2020,Rice,277.36,2.61,723.91,123.6,24.4,5.7,90.2,9
South,2020,Corn,243.88,2.99,729.2,140.7,20.3,7.48,107.2,4
South,2023,Soybean,525.69,5.15,2707.3,175.2,26.8,6.72,198.2,4
North,2023,Soybean,786.41,3.11,2445.74,159.9,30.7,5.55,151.3,14
North,2023,Soybean,997.48,5.63,5615.81,164.1,20.1,7.26,157.9,3
West,2021,Wheat,808.67,5.98,4835.85,169.2,29.9,6.87,140.4,3
North,2022,Corn,889.31,4.9,4357.62,190.2,28.4,6.89,98.4,17
North,2022,Barley,773.05,4.33,3347.31,137.7,25.5,6.05,151.3,6
North,2020,Barley,905.89,2.96,2681.43,183.4,21.5,6.17,118.6,19
North,2021,Soybean,168.66,1.34,226,306.5,32.5,7.33,174.8,0
West,2023,Barley,936.94,3.87,3625.96,170.9,23.1,6.77,135.7,13
North,2020,Rice,456.77,2.81,1283.52,151.6,22.5,5.53,165.7,6
East,2021,Corn,929.45,2.75,2555.99,120.3,27.8,6.15,177.3,18
East,2020,Corn,168.16,4.44,746.63,250,33.4,6.7,173.2,8
East,2021,Corn,743.72,3.32,2469.15,352.6,25.2,5.8,110.3,11
East,2021,Rice,762.12,4.76,3627.69,117.7,29.5,5.7,105.3,9
North,2022,Wheat,997.22,2.99,2981.69,262.7,24.1,5.62,180.4,5
East,2020,Rice,791.97,1.75,1385.95,295.2,19.4,6.76,71.5,2
North,2023,Corn,444.32,3.31,1470.7,277.7,17.5,6.14,91.9,10
West,2022,Corn,601.52,5.76,3464.76,363.3,17.7,6.25,68.2,0
East,2022,Corn,429.9,5.01,2153.8,359.9,15.4,5.62,56.3,0
South,2023,Barley,276.42,2.03,561.13,117.2,26.1,6.98,142.4,6
East,2021,Wheat,323.65,2.96,958,208.3,17.6,7.03,185.1,10
East,2023,Rice,299.81,5.64,1690.93,301.2,32.3,7.16,69.4,9
North,2020,Corn,593.93,1.62,962.17,385.7,34.7,6.8,169.4,1
East,2023,Soybean,915.54,2.27,2078.28,341.4,24.9,7.05,106.9,6
South,2021,Wheat,921.45,2.31,2128.55,153,24,6.65,142.7,0
North,2023,Soybean,149.29,3.85,574.77,183.8,22,6.48,164.6,4
North,2021,Wheat,171.91,3.05,524.33,329.1,27.8,6.02,156.5,17
West,2021,Corn,320.61,1.4,448.85,241.4,27.2,5.61,70.5,2
West,2020,Wheat,329.55,4.15,1367.63,264.2,21.9,6.08,67.3,4
East,2023,Wheat,185.4,1.5,278.1,282.7,21.9,6.87,188.6,9
West,2023,Corn,449.62,4.03,1811.97,131,27.9,7.35,61.9,4
West,2020,Soybean,628.95,3.54,2226.48,356.8,26.1,6.01,82.8,17
West,2021,Soybean,620.35,3.47,2152.61,358.9,29.4,6.84,115.8,13
North,2023,Barley,589.09,1.34,789.38,240.5,33.8,6.46,173.2,3
North,2020,Soybean,404.8,4.2,1700.16,288.1,30.6,6.76,140.4,6
North,2021,Soybean,735.81,3.16,2325.16,298,21.1,5.5,135.7,18
West,2020,Wheat,843.84,3.06,2582.15,156.9,30.2,5.75,153.8,19
North,2023,Barley,411.65,3.98,1638.37,133.8,24,5.93,170.3,6
West,2020,Corn,176.98,4.03,713.23,106.2,30.6,7.29,84.9,10
North,2022,Corn,366.7,1.08,396.04,373.9,32.7,5.58,52.8,16
North,2021,Rice,223.63,1.63,364.52,203.7,20,6.64,69.1,13
South,2022,Barley,520.62,2.18,1134.95,125.7,19.8,7.36,74.8,7
East,2022,Wheat,240.34,4.39,1055.09,239.7,23.7,6.8,56,18
West,2021,Rice,516.56,3.88,2004.25,122.7,16,6.47,162.1,1
South,2021,Rice,298.9,4.79,1431.73,125.6,28.7,6.27,182.7,7
North,2020,Corn,764.86,4.7,3594.84,246.7,30,6.75,156.6,10
West,2021,Soybean,124.81,5.27,657.75,252.7,21.9,6.46,78.3,18
North,2022,Wheat,599.27,2.88,1725.9,274,24.3,6.91,141,5
East,2022,Barley,252.54,2.73,689.43,296.9,26.8,6.74,128.1,10
South,2023,Rice,100.89,5.16,520.59,300.5,16.5,6.63,173,16
East,2021,Wheat,882.28,2.19,1932.19,229.9,29.2,7.41,191.3,15
South,2022,Corn,704.38,3.31,2331.5,293.1,25.5,7.17,161.4,19
North,2023,Rice,189.05,1.97,372.43,191.4,27.5,6.72,126.9,8
East,2023,Rice,697.67,5.57,3886.02,232.4,29.5,6.58,126.7,12
East,2020,Corn,650.48,3.04,1977.46,218,28.5,6.95,171.2,6
North,2022,Corn,526.02,2.06,1083.6,198.7,16.9,7.11,68.4,15
East,2020,Corn,477.33,4.46,2128.89,171.6,30.7,6.09,73,3
West,2022,Wheat,898.36,2.22,1994.36,123.5,27.2,6.83,101.5,10
South,2020,Wheat,320.63,5.72,1834,251.8,29.3,5.77,162.1,18
South,2020,Wheat,458.48,2.84,1302.08,261.2,20.2,6.36,59.9,13
South,2021,Soybean,396.2,4.32,1711.58,200.8,19.4,7.38,101.6,14
West,2020,Rice,794.08,2.73,2167.84,392.8,31.5,6.15,97.8,7
South,2021,Wheat,924.82,5.04,4661.09,267.1,22.8,5.81,122.9,11
North,2023,Soybean,864.8,5.48,4739.1,366.7,26.5,5.79,119.6,10
East,2022,Rice,817.93,4.94,4040.57,271,26,6.29,157.2,5
West,2023,Wheat,988.11,5.24,5177.7,157,26.7,5.95,143.8,12
South,2022,Corn,727.43,1.51,1098.42,392.4,16.4,6.35,185.4,17
North,2023,Barley,775.95,5.62,4360.84,365.6,21,6.94,77.1,2
East,2022,Wheat,984.52,4.12,4056.22,241.4,16.3,7.28,114.8,19
East,2020,Barley,106.29,5.35,568.65,172.9,24.6,5.72,110,1
West,2022,Wheat,670.64,4.42,2964.23,166.8,33,7.04,66.9,2
West,2022,Corn,765.07,2.01,1537.79,341.8,22.8,5.71,74.7,7
West,2023,Barley,926.04,4.05,3750.46,120.7,30.6,6.26,100.5,2
North,2023,Soybean,895.46,1.45,1298.42,291.4,20.7,7.49,160.2,9
North,2023,Corn,857.76,4.48,3842.76,292,32.1,5.64,72.5,6
West,2021,Barley,951.21,3.05,2901.19,154.7,23.4,5.55,89.8,8
South,2021,Barley,583.64,1.76,1027.21,311.5,22.1,6.17,151.5,17
East,2022,Corn,106.23,5.9,626.76,311.6,28.9,7.4,139.5,15
East,2022,Corn,109.95,5.51,605.82,205,25.3,5.54,65.7,16
North,2020,Corn,590.18,5.47,3228.28,245,21.7,5.95,191.6,19
East,2020,Rice,491.75,4.94,2429.25,349.8,16.2,6.71,72.2,6
South,2022,Soybean,506.12,4.46,2257.3,256.9,18.3,5.97,59.2,18
East,2021,Wheat,460.36,4.28,1970.34,285.4,30.4,5.61,95.6,4
North,2022,Barley,925.95,1.53,1416.7,223.8,33.4,5.6,54,14
North,2020,Wheat,423.25,5.5,2327.88,144.9,18.4,6.62,54.6,1
South,2021,Corn,870.6,5.41,4709.95,399.4,26.4,6.62,136.8,14
South,2021,Soybean,912.58,4.74,4325.63,259.5,15.7,6.91,183.9,4
East,2020,Soybean,549.55,5.64,3099.46,200.9,20.8,5.76,110.4,13
East,2022,Rice,502.24,3.77,1893.44,314.1,24,6.5,95.3,18
North,2023,Corn,784.92,3.24,2543.14,286.2,29.7,6.7,187.2,1
South,2022,Barley,737.17,5.84,4305.07,169.9,15.9,5.94,59.2,19
South,2022,Rice,395.68,3.32,1313.66,363.1,30.6,6.59,121,18
South,2020,Corn,192.29,4.21,809.54,121.3,19.1,6.92,87.9,5
East,2021,Rice,338.37,2.87,971.12,281.7,30.2,7.48,107.3,18
South,2020,Wheat,217.93,4.18,910.95,243.4,27.5,6.69,111.6,9
North,2022,Corn,365.26,4.6,1680.2,195.5,21.8,7.22,131.8,15
North,2023,Barley,335.64,4.12,1382.84,347.9,29.5,7.17,118,16
East,2023,Barley,673.94,3.57,2405.97,296.9,19.7,7.38,198.2,9
West,2023,Corn,959.05,2.5,2397.62,327.8,19.4,6.95,53.8,12
East,2020,Rice,717.17,4.22,3026.46,224.4,16.2,5.93,163.6,12
West,2021,Soybean,933.98,5.54,5174.25,382.7,22.9,6.1,57.6,13
South,2020,Corn,805.72,1.03,829.89,203.4,17,7.07,114.7,18
East,2023,Barley,755.09,1.67,1261,259.3,23.4,6.54,80.3,18
North,2022,Wheat,472.66,1.6,756.26,380.1,15.2,6,191.8,4
South,2021,Barley,392.32,5.62,2204.84,125,18.1,6.81,158.4,8
North,2020,Soybean,861.65,4.31,3713.71,132.6,33.6,7.31,119.4,14
South,2020,Barley,914.85,5.76,5269.54,398.3,30.9,6.22,192.8,11
East,2021,Soybean,506.69,3.91,1981.16,391.4,19.7,6.69,158.2,3
West,2021,Corn,108.16,3.31,358.01,331.5,29.4,6.66,192.8,17
South,2022,Barley,813.28,4.96,4033.87,245.3,28.4,5.75,155.7,0
West,2021,Rice,356.56,1.8,641.81,251.8,18.5,5.68,61.7,11
South,2022,Rice,108.9,2.91,316.9,177.2,22.4,7.28,142.4,8
North,2023,Barley,824.49,3.33,2745.55,229.8,33.3,7.37,197.1,3
North,2023,Barley,565.67,2.49,1408.52,229.4,29.8,7.31,82.1,5
